name,type,status,street,locality,town,county,postcode,website,phone,head_title,head_first_name,head_last_name,head_job_title,religion,gender,phase,opened_date,constituency,urn,email
Carlisle Infant School,Community school,Open,Broad Lane,,Hampton,,TW12 3AJ,www.carlisleandhamptonhillfed.richmond.sch.uk,2089792770.0,Ms,Zoe,Brittain,Headteacher,Does not apply,Mixed,Primary,,Twickenham,102883,
Darell Primary and Nursery School,Community school,Open,Niton Road,,Richmond,Surrey,TW9 4LH,www.darell.richmond.sch.uk,2088766721.0,Mr,Joe,Porter,Headteacher,Does not apply,Mixed,Primary,,Richmond Park,102884,
East Sheen Primary School,Community school,Open,Upper Richmond Road West,East Sheen,London,,SW14 8ED,www.eastsheen.richmond.sch.uk/,2088767484.0,Mr,Harry,Page,Headteacher,Does not apply,Mixed,Primary,,Richmond Park,102885,
Hampton Hill Junior School,Community school,Open,St James's Avenue,Hampton Hill,Hampton,,TW12 1HW,www.hamptonhill.richmond.sch.uk/,2089793019.0,Ms,Zoe,Brittain,Headteacher,Does not apply,Mixed,Primary,,Twickenham,102886,
Hampton Junior School,Community school,Open,Percy Road,,Hampton,,TW12 2LA,www.hpp.school,2089792545.0,Ms,Helen,Lockey,Headteacher,Does not apply,Mixed,Primary,,Twickenham,102887,
Hampton Infant School and Nursery,Community school,Open,Ripley Road,,Hampton,,TW12 2JH,www.hpp.school,2089791815.0,Ms,Helen,Lockey,Headteacher,Does not apply,Mixed,Primary,,Twickenham,102888,
Hampton Wick Infant and Nursery School,Community school,Open,Normansfield Avenue,,Teddington,,TW11 9RP,www.hamptonwick.richmond.sch.uk/,2089773971.0,Mrs,Michelle,Boyce,Headteacher,Does not apply,Mixed,Primary,,Twickenham,102889,
Heathfield Junior School,Community school,Open,Cobbett Road,,Twickenham,,TW2 6EN,www.heathfieldschoolspartnership.org/,2088943525.0,Mr,Paul,Clayton,Headteacher,Does not apply,Mixed,Primary,,Twickenham,102890,
Heathfield Infant School,Community school,Open,Cobbett Road,,Twickenham,Middlesex,TW2 6EN,www.heathfieldschoolspartnership.org,2088944074.0,Mr,Paul,Clayton,Executive Headteacher,Does not apply,Mixed,Primary,,Twickenham,102891,
Lowther Primary School,Community school,Open,Stillingfleet Road,Barnes,London,,SW13 9AE,www.lowther.richmond.sch.uk,2087483984.0,Mr,Mark,Tuffney,Headteacher,Does not apply,Mixed,Primary,,Richmond Park,102892,
Meadlands Primary School,Community school,Open,Broughton Avenue,Ham,Richmond,Surrey,TW10 7TS,www.meadlands.richmond.sch.uk,2089409207.0,Mrs,Sarah,Taunton-Johnson,Headteacher,Does not apply,Mixed,Primary,,Richmond Park,102893,
Orleans Primary School,Community school,Open,Hartington Road,,Twickenham,,TW1 3EN,www.orleans.richmond.sch.uk/,2088921654.0,Miss,Phoebe,du Parcq,Headteacher,Does not apply,Mixed,Primary,,Twickenham,102895,
The Russell Primary School,Community school,Open,The Russell School,Petersham Road,Richmond,Surrey,TW10 7AH,www.russell.richmond.sch.uk/,2089401446.0,Ms,Laura,Brooks,Headteacher,Does not apply,Mixed,Primary,,Richmond Park,102896,
Sheen Mount Primary School,Community school,Open,West Temple,East Sheen,London,,SW14 7RT,www.sheenmount.richmond.sch.uk,2088768394.0,Mr,Tom,Holmes,Headteacher,Does not apply,Mixed,Primary,,Richmond Park,102897,
Stanley Primary School,Community school,Open,Strathmore Road,,Teddington,Middlesex,TW11 8UH,www.stanley.richmond.sch.uk,2089774858.0,Mr,Simon,Hawley,Headteacher,Does not apply,Mixed,Primary,,Twickenham,102898,
Trafalgar Junior School,Community school,Open,Elmsleigh Road,,Twickenham,Middlesex,TW2 5EG,http://www.trafalgar-jun.richmond.sch.uk,2088941606.0,Mrs,Sarah,Keefe,Deputy Headteacher,Does not apply,Mixed,Primary,,Twickenham,102900,
Trafalgar Infant School,Community school,Open,Gothic Road,,Twickenham,,TW2 5EH,www.trafalgar-inf.richmond.sch.uk/,2088945729.0,Mrs,Sarah,Keefe,Headteacher,Does not apply,Mixed,Primary,,Twickenham,102901,
Barnes Primary School,Community school,Open,Cross Street,Barnes,London,,SW13 0QQ,www.barnesprimaryschool.co.uk,2088767358.0,Ms,Sue,Jepson,Headteacher,Does not apply,Mixed,Primary,,Richmond Park,102902,
Collis Primary School,Community school,Open,Fairfax Road,,Teddington,,TW11 9BS,www.collis.richmond.sch.uk/,2089771458.0,Mr,Kevin,Hogston,Headteacher,Does not apply,Mixed,Primary,,Twickenham,102903,
Buckingham Primary School,Community school,Open,Buckingham Road,,Hampton,,TW12 3LT,www.buckingham.richmond.sch.uk,2089412548.0,Ms,Caroline,Boyle,Headteacher,Does not apply,Mixed,Primary,,Twickenham,102904,
Chase Bridge Primary School,Community school,Open,Kneller Road,,Twickenham,,TW2 7DE,www.chasebridge.richmond.sch.uk/,2088921242.0,Mr,Daniel,Bishop,Headteacher,Does not apply,Mixed,Primary,,Brentford and Isleworth,102905,
The Vineyard School,Community school,Open,Friars Stile Road,,Richmond,Surrey,TW10 6NE,https://www.vineyard.richmond.sch.uk/,2089480195.0,Headteacher,Frances,Bracegirdle,Headteacher,Does not apply,Mixed,Primary,,Richmond Park,102906,
St Richard's Church of England Primary School,Voluntary aided school,Open,Ashburnham Road,Ham,Richmond,Surrey,TW10 7NL,www.srsa.richmond.sch.uk,2089407911.0,Mrs,Siân,Murphy,Headteacher,Church of England,Mixed,Primary,,Richmond Park,102907,
Holy Trinity Church of England Primary School,Voluntary aided school,Open,Carrington Road,,Richmond,Surrey,TW10 5AA,www.holytrinityschool.org.uk/,2089402730.0,Mr,Andrew,George,Headteacher,Church of England,Mixed,Primary,,Richmond Park,102908,
St Mary Magdalen's Catholic Primary School,Voluntary aided school,Open,Worple Street,,London,,SW14 8HE,www.st-marymagdalens.richmond.sch.uk/,2088766679.0,Mr,Martin,Brannigan,Headteacher,Roman Catholic,Mixed,Primary,,Richmond Park,102909,
St John the Baptist Church of England Junior School,Voluntary aided school,Open,Lower Teddington Road,Hampton Wick,Kingston upon Thames,Surrey,KT1 4HQ,https://www.stjohnshamptonwick.school,2089774114.0,Mr,Adrian,Corke,Headteacher,Church of England,Mixed,Primary,,Twickenham,102911,
St Edmund's Catholic Primary School,Voluntary aided school,Open,Nelson Road,Whitton,Twickenham,,TW2 7BB,www.st-edmunds.richmond.sch.uk,2088947898.0,Mrs,Carmel,Moreland,Headteacher,Roman Catholic,Mixed,Primary,,Brentford and Isleworth,102912,
St James's Roman Catholic Primary School,Voluntary aided school,Open,260 Stanley Road,,Twickenham,Middlesex,TW2 5NP,www.st-james.richmond.sch.uk/,2087448860.0,Mr,Ciaran,Beatty,Headteacher,Roman Catholic,Mixed,Primary,,Twickenham,102913,
St Mary's Church of England Primary School,Voluntary aided school,Open,Amyand Park Road,,Twickenham,,TW1 3HE,www.st-marys.richmond.sch.uk/,2088925840.0,Mrs,Angela,Abrahams,Headteacher,Church of England,Mixed,Primary,,Twickenham,102914,
St Stephen's C E Primary School,Voluntary aided school,Open,Winchester Road,,Twickenham,,TW1 1LF,https://www.st-stephens.richmond.sch.uk/,2088923462.0,Mrs,Elizabeth,Bachour,Headteacher,Church of England,Mixed,Primary,,Twickenham,102915,
Sacred Heart Catholic Primary School,Voluntary aided school,Open,St Mark's Road,,Teddington,,TW11 9DD,www.sacredheartteddington.co.uk,2089776591.0,Mrs,Brenda,Green,Headteacher,Roman Catholic,Mixed,Primary,,Twickenham,102916,
St Mary's and St Peter's Church of England Primary School,Voluntary aided school,Open,Somerset Road,,Teddington,,TW11 8RX,,2089430476.0,Ms,Helen,Swain,Headteacher,Church of England,Mixed,Primary,,Twickenham,102917,
Bishop Perrin Church of England Primary School,Voluntary aided school,Open,Hospital Bridge Road,,Twickenham,Middlesex,TW2 6LF,www.bishopperrin.richmond.sch.uk/,2088941447.0,Miss,Rachael,Macklearn,Acting Headteacher,Church of England,Mixed,Primary,,Twickenham,102918,
Archdeacon Cambridge's Church of England Primary School,Voluntary aided school,Open,The Green,,Twickenham,,TW2 5TU,www.archdeaconcambridges.richmond.sch.uk/,2088944777.0,Miss,Fiona,Lambe,Headteacher,Church of England,Mixed,Primary,,Twickenham,102920,
The King's Church of England Primary School,Voluntary aided school,Open,Cumberland Road,Kew,Richmond,Surrey,TW9 3HJ,www.kings.richmond.sch.uk,2089403580.0,Ms,Karen,Verge,Headteacher,Church of England,Mixed,Primary,,Richmond Park,102921,
Christ's Church of England Comprehensive Secondary School,Voluntary aided school,Open,Queens Road,,Richmond,Surrey,TW10 6HW,www.christs.richmond.sch.uk,2089406982.0,Mrs,Helen,Dixon,Headteacher,Church of England,Mixed,Secondary,,Richmond Park,102929,
Spencer Nursery School,Local authority nursery school,Open,Spencer Road,Mitcham Junction,Mitcham Junction,Surrey,CR4 4JP,www.spencernurseryschool.org.uk,2086484126.0,Mrs,Emma,Walford,Headteacher,Does not apply,Mixed,Nursery,01/01/1900,Carshalton and Wallington,102955,
Thomas Wall Nursery School,Local authority nursery school,Open,Robin Hood Lane,,Sutton,Surrey,SM1 2SF,,2086425666.0,,Mel,Bracey,Headteacher,Does not apply,Mixed,Nursery,,Sutton and Cheam,102956,
Hackbridge Primary School,Community school,Open,Hackbridge Road,,Wallington,Surrey,SM6 7AX,www.hackbridgeprimary.sutton.sch.uk/,2086477974.0,Mrs,Emma,Walford,Headteacher,Does not apply,Mixed,Primary,01/01/1900,Carshalton and Wallington,102969,
High View Primary School,Foundation school,Open,The Chase,,Wallington,Surrey,SM6 8JT,www.highviewprimary.org.uk/,2086883563.0,Mr,Robert,Claxton,Headteacher,Does not apply,Mixed,Primary,,Carshalton and Wallington,102971,
Devonshire Primary School,Community school,Open,Devonshire Avenue,,Sutton,Surrey,SM2 5JL,www.devonshireprimary.org,2086431174.0,Ms,Fiona,Oastler,Headteacher,Does not apply,Mixed,Primary,,Sutton and Cheam,102975,
Robin Hood Infants' School,Community school,Open,Robin Hood Lane,,Sutton,Surrey,SM1 2SF,www.twn-rhi.org.uk/,2086433688.0,Mrs,Mel,Bracey,Headteacher,Does not apply,Mixed,Primary,,Sutton and Cheam,102981,
Dorchester Primary School,Foundation school,Open,Dorchester Road,,Worcester Park,Surrey,KT4 8PG,http://www.dorchesterprimary.com,2083301144.0,Mrs,Catherine,Bell,Headteacher,Does not apply,Mixed,Primary,,Sutton and Cheam,102982,
Beddington Infants' School,Foundation school,Open,Croydon Road,,Wallington,Surrey,SM6 7LF,https://www.beddingtoninfants.org.uk/,2086477813.0,Miss,Liz,Kearney,Headteacher,Does not apply,Mixed,Primary,,Carshalton and Wallington,102983,
Robin Hood Junior School,Community school,Open,Thorncroft Road,,Sutton,Surrey,SM1 1RL,www.robinhood-junior.org.uk/,2086424292.0,,Gary Kench and,Emma Rix (Co Head Teachers),Headteacher,Does not apply,Mixed,Primary,,Sutton and Cheam,102984,
Nonsuch Primary School,Foundation school,Open,Chadacre Road,Stoneleigh,Epsom,Surrey,KT17 2HQ,www.nonsuchprimary.sutton.sch.uk,2083939209.0,Mrs,Caroline,Piper,Headteacher,Does not apply,Mixed,Primary,,Epsom and Ewell,102985,
Foresters Primary School,Foundation school,Open,Redford Avenue,,Wallington,Surrey,SM6 9DP,www.foresters.sutton.sch.uk/,2086696910.0,Mrs,Julia,Merritt,Headteacher,Does not apply,Mixed,Primary,,Carshalton and Wallington,102986,
All Saints Benhilton CofE Primary School,Voluntary aided school,Open,All Saints Road,,Sutton,Surrey,SM1 3DA,www.allsaintsbenhilton.org.uk,2086446492.0,Mrs,Karen,Stanley-Bristowe,Headteacher,Church of England,Mixed,Primary,,Sutton and Cheam,102990,
Holy Trinity CofE Junior School,Voluntary aided school,Open,Holy Trinity Cofe Junior School,Bute Road,Wallington,Surrey,SM6 8BZ,www.holytrinityjuniorwallington.com,2086477496.0,Mrs,Shirley,Gruffydd,Headteacher,Church of England,Mixed,Primary,,Carshalton and Wallington,102991,
St Dunstan's Cheam CofE Primary School,Voluntary aided school,Open,Anne Boleyn's Walk,Cheam,Sutton,Surrey,SM3 8DF,www.stdunstans.sutton.sch.uk,2086425463.0,Mrs,Amy,Mann,Headteacher,Church of England,Mixed,Primary,,Sutton and Cheam,102992,
St Cecilia's Catholic Primary School,Voluntary aided school,Open,London Road,North Cheam,Sutton,Surrey,SM3 9DL,www.stcecilias.school,2083374566.0,Mr,Vince,Burke,Headteacher,Roman Catholic,Mixed,Primary,,Sutton and Cheam,102993,
St Mary's RC Junior School,Voluntary aided school,Open,Shorts Road,,Carshalton,Surrey,SM5 2PB,www.stmarysjunior.org.uk,2086474342.0,,Shirley,Hulme,Headteacher,Roman Catholic,Mixed,Primary,,Carshalton and Wallington,102994,
St Mary's RC Infants School,Voluntary aided school,Open,West Street,,Carshalton,Surrey,SM5 2PT,www.smcsc.org.uk,2086475711.0,Mrs,Shirley,Hulme,Headteacher,Roman Catholic,Mixed,Primary,,Carshalton and Wallington,102995,
Stanley Park Junior School,Foundation school,Open,Stanley Park Road,,Carshalton,Surrey,SM5 3JL,www.spjs.org,2086477497.0,Mrs,Amanda,Lamy,Headteacher,,Mixed,Primary,,Carshalton and Wallington,103005,
The John Fisher School,Voluntary aided school,Open,Peaks Hill,,Purley,Surrey,CR8 3YP,http://www.johnfisherschool.org/,2086604555.0,Mr,Robert,Teague,Headteacher,Roman Catholic,Boys,Secondary,,Carshalton and Wallington,103009,
St Philomena's Catholic High School for Girls,Voluntary aided school,Open,Shorts Road,,Carshalton,Surrey,SM5 3PS,www.stphils.org.uk,2086422025.0,Ms,Maria,Noone,Headteacher,Roman Catholic,Girls,Secondary,,Carshalton and Wallington,103013,
Sherwood Park School,Foundation special school,Open,Streeters Lane,,Wallington,Surrey,SM6 7NP,www.sherwoodpark.org.uk,2087739930.0,Mr,David,Murden,Headteacher,Does not apply,Mixed,Not applicable,,Carshalton and Wallington,103025,
Low Hall Nursery School,Local authority nursery school,Open,Low Hall Lane,Walthamstow,London,,E17 8BE,,2085201689.0,Mrs,Helen,Currie,Headteacher,Does not apply,Mixed,Nursery,,Walthamstow,103027,
Church Hill Nursery School,Local authority nursery school,Open,Woodbury Road,Walthamstow,London,,E17 9SB,https://www.fans.waltham.sch.uk/,2085204919.0,Mrs,Helen,Currie,Headteacher,Does not apply,Mixed,Nursery,,Walthamstow,103028,
Acacia Nursery,Local authority nursery school,Open,Cecil Road,Leytonstone,London,,E11 3HF,http://www.acacianursery.co.uk/,2085584444.0,Mrs,Maureen,Okoye,Executive Headteacher,Does not apply,Mixed,Nursery,,Leyton and Wanstead,103030,
Chase Lane Primary School,Community school,Open,York Road,Chingford,London,,E4 8LA,www.chaselaneprimary.waltham.sch.uk,2085296827.0,Mr,Colin,Jeffery,Headteacher,Does not apply,Mixed,Primary,05/06/1996,Chingford and Woodford Green,103032,
Whitehall Primary School,Community school,Open,90 Normanton Park,,London,,E4 6ES,www.whitehallprimary.com,2085293813.0,Ms,Zakia,Khatun,Headteacher,Does not apply,Mixed,Primary,,Chingford and Woodford Green,103036,
Downsell Primary School,Community school,Open,Downsell Road,Leyton,London,,E15 2BS,www.downsellprimary.org/,2085560103.0,Mr,Deena,Chetty,Headteacher,Does not apply,Mixed,Primary,,Leyton and Wanstead,103044,
Newport School,Community school,Open,Newport Road,,London,,E10 6PJ,www.newport.waltham.sch.uk,2085394552.0,Ms,Prue,Barnes- Kemp,Headteacher,Does not apply,Mixed,Primary,,Leyton and Wanstead,103048,
Chapel End Infant School and Early Years Centre,Community school,Open,Beresford Road,,London,,E17 4LN,www.chapelendinfants.com,2085271388.0,Ms,Janice,Chaplin,Headteacher,Does not apply,Mixed,Primary,,Walthamstow,103052,
Edinburgh Primary School,Community school,Open,Queen's Road,Walthamstow,London,,E17 8QR,https://www.edinburgh.waltham.sch.uk/,2085096180.0,,Ellie,Green,Headteacher,Does not apply,Mixed,Primary,,Walthamstow,103053,
Greenleaf Primary School,Community school,Open,80 Greenleaf Road,Walthamstow,London,,E17 6QW,www.greenleafschool.org.uk,2085207963.0,Ms,Sohana,Qureshi,Headteacher,Does not apply,Mixed,Primary,,Walthamstow,103054,
Handsworth Primary School,Community school,Open,Handsworth Avenue,Highams Park,London,,E4 9PJ,www.handsworthprimary.org.uk/,2085275991.0,Mrs,Claire,Nairne,Headteacher,Does not apply,Mixed,Primary,,Chingford and Woodford Green,103059,
Thorpe Hall Primary School,Community school,Open,123 Hale End Road,Walthamstow,London,,E17 4DP,www.thorpehallprimary.com,2085274062.0,Ms,Prudence,Barnes-Kemp,Head of School,Does not apply,Mixed,Primary,,Chingford and Woodford Green,103060,
The Winns Primary School,Community school,Open,Fleeming Road,Walthamstow,London,,E17 5ET,www.thewinnsprimaryschool.co.uk/,2085271872.0,Ms,Fiona,Judge,Headteacher,Does not apply,Mixed,Primary,,Walthamstow,103061,
Oakhill Primary School,Community school,Open,Alders Avenue,,Woodford Green,Essex,IG8 9PY,www.oakhillschool.org.uk/,2085273309.0,Ms,Prue,Barnes Kemp,Interim Head of School,Does not apply,Mixed,Primary,,Chingford and Woodford Green,103069,
Henry Maynard Primary School,Community school,Open,101 Maynard Road,Walthamstow,London,,E17 9JE,www.henrymaynardprimary.co.uk/,2085203042.0,Ms,Roxanna,Kabra,Headteacher,Does not apply,Mixed,Primary,,Walthamstow,103070,
South Grove Primary School,Community school,Open,Ringwood Road,,London,,E17 8PW,www.southgrove.waltham.sch.uk,2085216000.0,Miss,Julie,Maltwood,Headteacher,Does not apply,Mixed,Primary,,Walthamstow,103072,
Dawlish Primary School,Community school,Open,Jesse Road,,London,,E10 6NN,http://www.dawlishprimary.co.uk/,2085581566.0,Ms,Prue,Barnes Kemp,,Does not apply,Mixed,Primary,,Leyton and Wanstead,103073,
Gwyn Jones Primary School,Community school,Open,Hainault Road,,London,,E11 1EU,www.gwynjonesschool.co.uk,2085567904.0,Mrs,Sian,Boutalbi,Headteacher,Does not apply,Mixed,Primary,,Leyton and Wanstead,103074,
George Tomlinson Primary School,Community school,Open,Harrington Road,Leytonstone,London,,E11 4QN,http://www.georgetomlinsonprimary.com,2085393577.0,Miss,Nicola,Wilson,Headteacher,Does not apply,Mixed,Primary,,Leyton and Wanstead,103075,
Mission Grove Primary School,Community school,Open,Buxton Road,Walthamstow,London,,E17 7EJ,www.missiongroveschool.co.uk,2085203487.0,Miss,Katie,Jennings,Headteacher,Does not apply,Mixed,Primary,,Walthamstow,103077,
Coppermill Primary School,Community school,Open,Edward Road,Walthamstow,London,,E17 6PB,www.coppermillprimary.school,2085206267.0,Ms,Figen,Bektasoglu,Headteacher,Does not apply,Mixed,Primary,,Walthamstow,103078,
Stoneydown Park School,Community school,Open,Pretoria Avenue,Walthamstow,London,,E17 6JY,http://www.stoneydownpark.org.uk/,2085207026.0,Mr,Adam,Bennett,Headteacher,Does not apply,Mixed,Primary,,Walthamstow,103079,
Buxton School,Foundation school,Open,234 Cann Hall Road,Leytonstone,London,,E11 3NN,http://www.buxtonschool.org.uk/,2085343425.0,Mrs,Jacqueline,Bowers-Broadbent,Executive Headteacher,,Mixed,All-through,,Leyton and Wanstead,103080,
Parkside Primary School,Community school,Open,21 Wellington Avenue,,Chingford,,E4 6RE,www.parksideprimaryschool.org,2085594278.0,Mrs,Lisa,Cousins-Keuning,Headteacher,Does not apply,Mixed,Primary,,Chingford and Woodford Green,103081,
The Jenny Hammond Primary School,Community school,Open,Elsham Road,Leytonstone,London,,E11 3JH,www.jennyhammond.waltham.sch.uk,2085193977.0,Mrs,Deborah,Gibbon,Head Teacher,Does not apply,Mixed,Primary,,Leyton and Wanstead,103082,
Chingford CofE Primary School,Voluntary controlled school,Open,King's Road,,London,,E4 7EY,www.chingfordcofe.org.uk,2085297601.0,Ms,Lindsey,Lampard,Headteacher,Church of England,Mixed,Primary,,Chingford and Woodford Green,103084,
St Mary's Catholic Primary School,Voluntary aided school,Open,Station Road,Chingford,London,,E4 7BJ,www.stmaryschingford.com/,2085294723.0,Miss,Philomena,Egan,Headteacher,Roman Catholic,Mixed,Primary,,Chingford and Woodford Green,103085,
